#  wl(um)    flux(Jy)  eflux(Jy) 
   7.24346   0.000667   0.000046 
   7.27370   0.000581   0.000047 
   7.30394   0.000480   0.000048 
   7.33419   0.000535   0.000052 
   7.36443   0.000606   0.000050 
   7.39467   0.000499   0.000045 
   7.42491   0.000573   0.000044 
   7.45515   0.000537   0.000048 
   7.48540   0.000724   0.000048 
   7.51564   0.000768   0.000035 
   7.57612   0.000845   0.000032 
   7.63660   0.000644   0.000030 
   7.69709   0.000460   0.000029 
   7.75757   0.000560   0.000025 
   7.81805   0.000609   0.000028 
   7.87854   0.000554   0.000028 
   7.93902   0.000557   0.000028 
   7.99951   0.000594   0.000029 
   8.05999   0.000644   0.000023 
   8.12047   0.000659   0.000025 
   8.18096   0.000710   0.000025 
   8.24144   0.000845   0.000022 
   8.30192   0.001064   0.000021 
   8.36241   0.000998   0.000022 
   8.42289   0.001143   0.000023 
   8.48337   0.001199   0.000022 
   8.54386   0.001328   0.000024 
   8.60434   0.001424   0.000019 
   8.66483   0.001565   0.000022 
   8.72531   0.001790   0.000022 
   8.78579   0.001736   0.000020 
   8.84628   0.001827   0.000021 
   8.90676   0.001691   0.000022 
   8.96724   0.001648   0.000020 
   9.02773   0.001912   0.000023 
   9.08821   0.001834   0.000024 
   9.14869   0.001780   0.000022 
   9.20918   0.002032   0.000022 
   9.26966   0.001998   0.000025 
   9.33015   0.001992   0.000025 
   9.39063   0.002058   0.000024 
   9.45111   0.002176   0.000025 
   9.51160   0.002132   0.000025 
   9.57208   0.002238   0.000025 
   9.63256   0.002266   0.000024 
   9.69305   0.002155   0.000025 
   9.75353   0.002326   0.000030 
   9.81401   0.002349   0.000032 
   9.87450   0.002256   0.000025 
   9.93498   0.002489   0.000029 
   9.99547   0.002532   0.000029 
  10.05595   0.002446   0.000029 
  10.11643   0.002666   0.000027 
  10.17692   0.002528   0.000028 
  10.23740   0.002204   0.000027 
  10.29788   0.001683   0.000027 
  10.35837   0.001221   0.000030 
  10.41885   0.001037   0.000029 
  10.47933   0.001204   0.000029 
  10.53982   0.001371   0.000030 
  10.60030   0.001479   0.000029 
  10.66079   0.001393   0.000029 
  10.72127   0.001074   0.000032 
  10.78175   0.001136   0.000030 
  10.84224   0.001499   0.000033 
  10.90272   0.001681   0.000035 
  10.96320   0.001578   0.000034 
  11.02369   0.001771   0.000037 
  11.08417   0.002053   0.000038 
  11.14465   0.002215   0.000040 
  11.20514   0.002031   0.000037 
  11.26562   0.001989   0.000041 
  11.32611   0.002105   0.000040 
  11.38659   0.002186   0.000040 
  11.44707   0.002074   0.000044 
  11.50756   0.001879   0.000045 
  11.56804   0.001913   0.000044 
  11.62852   0.001837   0.000041 
  11.68901   0.001733   0.000042 
  11.74949   0.001680   0.000044 
  11.80997   0.001919   0.000045 
  11.87046   0.001821   0.000041 
  11.93094   0.001851   0.000042 
  11.99143   0.001613   0.000044 
  12.05191   0.001738   0.000040 
  12.11239   0.001770   0.000039 
  12.17288   0.001901   0.000039 
  12.23336   0.001805   0.000039 
  12.29384   0.001615   0.000038 
  12.35433   0.001516   0.000039 
  12.41481   0.001558   0.000041 
  12.47529   0.001611   0.000040 
  12.53578   0.001482   0.000041 
  12.59626   0.001510   0.000041 
  12.65675   0.001478   0.000045 
  12.71723   0.001616   0.000042 
  12.77771   0.001684   0.000041 
  12.83820   0.001588   0.000042 
  12.89868   0.001489   0.000041 
  12.95916   0.001690   0.000042 
  13.01965   0.001618   0.000044 
  13.08013   0.001597   0.000045 
  13.14061   0.001544   0.000047 
  13.20110   0.001621   0.000048 
  13.26158   0.001475   0.000048 
  13.32206   0.001293   0.000050 
  13.38255   0.001273   0.000050 
  13.44303   0.001228   0.000050 
  13.50352   0.001492   0.000054 
  13.56400   0.001405   0.000050 
  13.62448   0.001426   0.000052 
  13.68497   0.001232   0.000054 
  13.74545   0.001410   0.000056 
  13.80593   0.001451   0.000054 
  13.86642   0.001408   0.000057 
  13.92690   0.001531   0.000059 
  13.98738   0.001433   0.000060 
  14.04787   0.001331   0.000056 
  14.15403   0.000899   0.000246 
  14.23871   0.001026   0.000225 
  14.32338   0.001292   0.000204 
  14.40806   0.001056   0.000194 
  14.49274   0.000814   0.000191 
  14.57741   0.001143   0.000197 
  14.66209   0.001270   0.000212 
  14.74677   0.001635   0.000232 
  14.83145   0.001224   0.000249 
  14.91612   0.001341   0.000238 
  15.00080   0.001259   0.000243 
  15.08548   0.001412   0.000225 
  15.17015   0.001237   0.000224 
  15.25483   0.001548   0.000224 
  15.33951   0.000991   0.000195 
  15.42418   0.001106   0.000213 
  15.50886   0.001065   0.000178 
  15.59354   0.000851   0.000182 
  15.67821   0.000792   0.000186 
  15.76289   0.000957   0.000189 
  15.84757   0.000976   0.000212 
  15.93224   0.000954   0.000247 
  16.01692   0.001130   0.000272 
  16.10160   0.000955   0.000280 
  16.18628   0.001131   0.000288 
  16.27095   0.001214   0.000295 
  16.35563   0.000942   0.000308 
  16.44031   0.001388   0.000251 
  16.52498   0.001192   0.000231 
  16.60966   0.000676   0.000223 
  16.69434   0.000786   0.000226 
  16.77901   0.000889   0.000244 
  16.86369   0.000522   0.000269 
  16.94837   0.000718   0.000266 
  17.03304   0.001275   0.000283 
  17.11772   0.000802   0.000276 
  17.20240   0.000441   0.000318 
  17.28707   0.001355   0.000311 
  17.37175   0.000786   0.000296 
  17.45643   0.001093   0.000278 
  17.54111   0.000596   0.000262 
  17.62578   0.001125   0.000281 
  17.71046   0.001247   0.000257 
  17.79514   0.000686   0.000293 
  17.87981   0.000458   0.000296 
  17.96449   0.000624   0.000288 
  18.04917   0.001101   0.000313 
  18.13384   0.000316   0.000327 
  18.21852   0.000535   0.000367 
  18.30320   0.000953   0.000437 
  18.38787   0.000606   0.000372 
  18.47255   0.000660   0.000360 
  18.55723   0.000881   0.000356 
  18.64190   0.001109   0.000346 
  18.72658   0.001010   0.000331 
  18.81126   0.000836   0.000328 
  18.89594   0.000819   0.000331 
  18.98061   0.000655   0.000334 
  19.06529   0.000938   0.000355 
  19.14997   0.000493   0.000393 
  19.23464   0.000657   0.000459 
  19.31932   0.000671   0.000481 
  19.40400   0.000553   0.000479 
  19.48867   0.000376   0.000501 
  19.57335   0.000285   0.000474 
  19.65803   0.000550   0.000451 
  19.74270   0.000588   0.000424 
  19.82738   0.001028   0.000416 
  19.91206   0.000825   0.000420 
  19.99673   0.000599   0.000439 
  20.08141   0.000597   0.000446 
  20.16609   0.000416   0.000438 
  20.25077   0.001005   0.000451 
  20.33544   0.001309   0.000473 
  20.42012   0.001148   0.000612 
